player,born,full_name,debut,last_odi,matches,innings,not_outs,runs,highest,average,balls_faced,strike_rate,hundreds,fifties,fours,sixes,catches,stumps,b_matches,b_innings,balls_bowled,runs_conceded,wickets_taken,best_innings_bowling,best_match_bowling,bowling_average,economy_rate,bowling_strike_rate,four_wkts,five_wkts,ten_wkts,country,profile
AJ Tudor,"October 23, 1977, Kensington, London",Alex Jeremy Tudor,"England v Sri Lanka at Manchester, Jul 7, 2002","England v India at Lord's, Jul 13, 2002",3,2,1,9,6,9,11,81.81,0,0,0,0,1,0,3,3,127,136,4,Feb-30,Feb-30,34,6.42,31.7,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
ID Blackwell,"June 10, 1978, Chesterfield, Derbyshire",Ian David Blackwell,"England v Zimbabwe at Colombo (RPS), Sep 18, 2002","India v England at Indore, Apr 15, 2006",34,29,2,403,82,14.92,465,86.66,0,1,38,9,8,0,34,26,1230,877,24,Mar-26,Mar-26,36.54,4.27,51.2,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
GJ Batty,"October 13, 1977, Bradford, Yorkshire",Gareth Jon Batty,"Australia v England at Sydney, Dec 13, 2002","West Indies v England at Bridgetown, Mar 27, 2009",10,8,2,30,17,5,73,41.09,0,0,1,0,4,0,10,9,440,366,5,Feb-40,Feb-40,73.2,4.99,88,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
JM Anderson,"July 30, 1982, Burnley, Lancashire",James Michael Anderson,"Australia v England at Melbourne, Dec 15, 2002","Afghanistan v England at Sydney, Mar 13, 2015",194,79,43,273,28,7.58,561,48.66,0,0,23,0,53,0,194,191,9584,7861,269,May-23,May-23,29.22,4.92,35.6,11,2,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
SJ Harmison,"October 23, 1978, Ashington, Northumberland",Stephen James Harmison,"England v Sri Lanka at Brisbane, Dec 17, 2002","West Indies v England at Gros Islet, Apr 3, 2009",58,25,14,91,18*,8.27,141,64.53,0,0,3,0,10,0,58,57,2899,2481,76,May-33,May-33,32.64,5.13,38.1,2,1,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
R Clarke,"September 29, 1981, Orsett, Essex",Rikki Clarke,"England v Pakistan at Manchester, Jun 17, 2003","England v Pakistan at Southampton, Sep 5, 2006",20,13,0,144,39,11.07,232,62.06,0,0,12,1,11,0,20,14,469,415,11,Feb-28,Feb-28,37.72,5.3,42.6,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
A McGrath,"October 6, 1975, Bradford, Yorkshire",Anthony McGrath,"England v Pakistan at Manchester, Jun 17, 2003","England v India at Lord's, Sep 5, 2004",14,12,2,166,52,16.6,353,47.02,0,1,11,0,4,0,14,7,228,175,4,Jan-13,Jan-13,43.75,4.6,57,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
JO Troughton,"March 2, 1979, Camden, London",Jamie Oliver Troughton,"England v Pakistan at Manchester, Jun 17, 2003","England v South Africa at Manchester, Jul 3, 2003",6,5,1,36,20,9,76,47.36,0,0,5,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
RL Johnson,"December 29, 1974, Chertsey, Surrey",Richard Leonard Johnson,"England v Zimbabwe at Nottingham, Jun 26, 2003","Sri Lanka v England at Dambulla, Nov 18, 2003",10,4,1,16,10,5.33,20,80,0,0,1,1,0,0,10,9,402,239,11,Mar-22,Mar-22,21.72,3.56,36.5,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
RWT Key,"May 12, 1979, East Dulwich, London",Robert William Trevor Key,"England v Zimbabwe at Nottingham, Jun 26, 2003","England v West Indies at Lord's, Jul 6, 2004",5,5,0,54,19,10.8,135,40,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
Kabir Ali,"November 24, 1980, Moseley, Birmingham, Warwickshire",Kabir Ali,"England v Zimbabwe at Leeds, Jul 1, 2003","England v Sri Lanka at Leeds, Jul 1, 2006",14,9,3,93,39*,15.5,108,86.11,0,0,8,1,1,0,14,13,673,682,20,Apr-45,Apr-45,34.1,6.08,33.6,1,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
AJ Strauss,"March 2, 1977, Johannesburg, Transvaal, South Africa",Andrew John Strauss,"Sri Lanka v England at Dambulla, Nov 18, 2003","Sri Lanka v England at Colombo (RPS), Mar 26, 2011",127,126,8,4205,158,35.63,5195,80.94,6,27,454,25,57,0,127,1,6,3,0,0,0,0,3,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
GO Jones,"July 14, 1976, Kundiawa, Papua New Guinea",Geraint Owen Jones,"England v West Indies at Nottingham, Jun 27, 2004","Hong Kong v Papua New Guinea at Townsville, Nov 9, 2014",51,43,8,862,80,24.62,1117,77.17,0,4,74,14,68,4,51,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
SI Mahmood,"December 21, 1981, Bolton, Lancashire",Sajid Iqbal Mahmood,"England v New Zealand at Bristol, Jul 4, 2004","South Africa v England at Centurion, Nov 22, 2009",26,15,4,85,22*,7.72,101,84.15,0,0,8,1,1,0,26,25,1197,1169,30,Apr-50,Apr-50,38.96,5.85,39.9,1,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
AG Wharf,"June 4, 1975, Bradford, Yorkshire",Alexander George Wharf,"England v India at Nottingham, Sep 1, 2004","South Africa v England at Centurion, Feb 13, 2005",13,5,3,19,9,9.5,28,67.85,0,0,0,1,1,0,13,13,584,428,18,Apr-24,Apr-24,23.77,4.39,32.4,1,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
IR Bell,"April 11, 1982, Walsgrave, Coventry, Warwickshire",Ian Ronald Bell,"Zimbabwe v England at Harare, Nov 28, 2004","Afghanistan v England at Sydney, Mar 13, 2015",161,157,14,5416,141,37.87,7019,77.16,4,35,525,32,54,0,161,6,88,88,6,03-Sep,03-Sep,14.66,6,14.6,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
KP Pietersen,"June 27, 1980, Pietermaritzburg, Natal",Kevin Peter Pietersen,"Zimbabwe v England at Harare, Nov 28, 2004","England v Australia at Southampton, Sep 16, 2013",136,125,16,4440,130,40.73,5128,86.58,9,25,427,77,40,0,136,23,400,370,7,Feb-22,Feb-22,52.85,5.55,57.1,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
SP Jones,"December 25, 1978, Morriston, Swansea, Glamorgan",Simon Philip Jones,"Zimbabwe v England at Bulawayo, Dec 4, 2004","England v Australia at The Oval, Jul 12, 2005",8,1,0,1,1,1,2,50,0,0,0,0,0,0,8,7,348,275,7,Feb-43,Feb-43,39.28,4.74,49.7,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
MJ Prior,"February 26, 1982, Johannesburg, Transvaal, South Africa",Matthew James Prior,"Zimbabwe v England at Bulawayo, Dec 5, 2004","Sri Lanka v England at Colombo (RPS), Mar 26, 2011",68,62,9,1282,87,24.18,1670,76.76,0,3,141,6,71,8,68,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
J Lewis,"August 26, 1975, Aylesbury, Buckinghamshire",Jonathan Lewis,"England v Bangladesh at The Oval, Jun 16, 2005","England v India at Leeds, Sep 2, 2007",13,8,2,50,17,8.33,63,79.36,0,0,4,0,0,0,13,13,716,500,18,Apr-36,Apr-36,27.77,4.18,39.7,1,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
CT Tremlett,"September 2, 1981, Southampton, Hampshire",Christopher Timothy Tremlett,"England v Bangladesh at Nottingham, Jun 21, 2005","Sri Lanka v England at Colombo (RPS), Mar 26, 2011",15,11,4,50,19*,7.14,89,56.17,0,0,2,2,4,0,15,15,784,705,15,Apr-32,Apr-32,47,5.39,52.2,1,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
LE Plunkett,"April 6, 1985, Middlesbrough, Yorkshire",Liam Edward Plunkett,"Pakistan v England at Lahore, Dec 10, 2005","Australia v England at Perth, Feb 6, 2011",29,25,10,315,56,21,378,83.33,0,1,21,6,7,0,29,29,1363,1321,39,Mar-24,Mar-24,33.87,5.81,34.9,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
G Chapple,"January 23, 1974, Skipton, Yorkshire",Glen Chapple,"Ireland v England at Belfast, Jun 13, 2006","Ireland v England at Belfast, Jun 13, 2006",1,1,0,14,14,14,7,200,0,0,1,1,0,0,1,1,24,14,0,0,0,0,3.5,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
JWM Dalrymple,"January 21, 1981, Nairobi, Kenya",James William Murray Dalrymple,"Ireland v England at Belfast, Jun 13, 2006","West Indies v England at Bridgetown, Apr 21, 2007",27,26,1,487,67,19.48,672,72.47,0,2,32,3,12,0,27,23,840,666,14,02-May,02-May,47.57,4.75,60,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
EC Joyce,"September 22, 1978, Dublin",Edmund Christopher Joyce,"Ireland v England at Belfast, Jun 13, 2006","Ireland v Pakistan at Adelaide, Mar 15, 2015",51,50,3,1600,116*,34.04,2246,71.23,3,10,155,14,17,0,51,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
TT Bresnan,"February 28, 1985, Pontefract, Yorkshire",Timothy Thomas Bresnan,"England v Sri Lanka at Lord's, Jun 17, 2006","West Indies v England at North Sound, Mar 5, 2014",84,64,20,871,80,19.79,965,90.25,0,1,88,6,20,0,84,83,4185,3802,108,May-48,May-48,35.2,5.45,38.7,3,1,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
AGR Loudon,"September 6, 1980, Westminster, London",Alexander Guy Rushworth Loudon,"England v Sri Lanka at Chester0le0Street, Jun 24, 2006","England v Sri Lanka at Chester0le0Street, Jun 24, 2006",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,36,0,0,0,0,6,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
AN Cook,"December 25, 1984, Gloucester",Alastair Nathan Cook,"England v Sri Lanka at Manchester, Jun 28, 2006","Sri Lanka v England at Colombo (RPS), Dec 16, 2014",92,92,4,3204,137,36.4,4154,77.13,5,19,363,10,36,0,92,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
SCJ Broad,"June 24, 1986, Nottingham",Stuart Christopher John Broad,"England v Pakistan at Cardiff, Aug 30, 2006","Afghanistan v England at Sydney, Mar 13, 2015",119,66,25,510,45*,12.43,681,74.88,0,0,34,9,27,0,119,119,6013,5275,177,May-23,May-23,29.8,5.26,33.9,9,1,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
MH Yardy,"November 27, 1980, Pembury, Kent",Michael Howard Yardy,"England v Pakistan at Nottingham, Sep 8, 2006","England v South Africa at Chennai, Mar 6, 2011",28,24,8,326,60*,20.37,472,69.06,0,2,20,1,10,0,28,28,1332,1075,21,Mar-24,Mar-24,51.19,4.84,63.4,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
PA Nixon,"October 21, 1970, Carlisle, Cumberland",Paul Andrew Nixon,"Australia v England at Melbourne, Jan 12, 2007","West Indies v England at Bridgetown, Apr 21, 2007",19,18,4,297,49,21.21,347,85.59,0,0,21,7,20,3,19,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
MS Panesar,"April 25, 1982, Luton, Bedfordshire",Mudhsuden Singh Panesar,"Australia v England at Melbourne, Jan 12, 2007","Sri Lanka v England at Colombo (RPS), Oct 13, 2007",26,8,3,26,13,5.2,91,28.57,0,0,2,0,3,0,26,26,1308,980,24,Mar-25,Mar-25,40.83,4.49,54.5,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
MB Loye,"September 27, 1972, Northampton",Malachy Bernard Loye,"Australia v England at Brisbane, Jan 19, 2007","Australia v England at Sydney, Feb 11, 2007",7,7,0,142,45,20.28,184,77.17,0,0,19,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
RS Bopara,"May 4, 1985, Forest Gate, London",Ravinder Singh Bopara,"Australia v England at Sydney, Feb 2, 2007","Afghanistan v England at Sydney, Mar 13, 2015",120,109,21,2695,101*,30.62,3462,77.84,1,14,204,34,35,0,120,74,1860,1523,40,Apr-38,Apr-38,38.07,4.91,46.5,1,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
AD Mascarenhas,"October 30, 1977, Chiswick, Middlesex",Adrian Dimitri Mascarenhas,"England v West Indies at Lord's, Jul 1, 2007","England v Australia at Nottingham, Sep 17, 2009",20,13,2,245,52,22.27,257,95.33,0,1,12,13,4,0,20,20,822,634,13,Mar-23,Mar-23,48.76,4.62,63.2,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
LJ Wright,"March 7, 1985, Grantham, Lincolnshire",Luke James Wright,"England v India at The Oval, Sep 5, 2007","West Indies v England at North Sound, Mar 2, 2014",50,39,4,707,52,20.2,820,86.21,0,2,63,18,18,0,50,37,1038,884,15,Feb-34,Feb-34,58.93,5.1,69.2,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
P Mustard,"October 8, 1982, Sunderland, Co Durham",Philip Mustard,"Sri Lanka v England at Dambulla, Oct 1, 2007","New Zealand v England at Christchurch, Feb 23, 2008",10,10,0,233,83,23.3,252,92.46,0,1,28,5,9,2,10,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
TR Ambrose,"December 1, 1982, Newcastle, New South Wales, Australia",Timothy Raymond Ambrose,"England v New Zealand at Chester0le0Street, Jun 15, 2008","England v New Zealand at Lord's, Jun 28, 2008",5,5,1,10,6,2.5,34,29.41,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
SR Patel,"November 30, 1984, Leicester",Samit Rohit Patel,"Scotland v England at Edinburgh, Aug 18, 2008","India v England at Dharamsala, Jan 27, 2013",36,22,7,482,70*,32.13,517,93.23,0,1,37,12,7,0,36,32,1187,1091,24,May-41,May-41,45.45,5.51,49.4,0,1,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
EJG Morgan,"September 10, 1986, Dublin",Eoin Joseph Gerard Morgan,"Scotland v Ireland at Ayr, Aug 5, 2006","Afghanistan v England at Sydney, Mar 13, 2015",141,132,21,3938,124*,35.47,4633,84.99,7,22,325,89,61,0,141,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
JL Denly,"March 16, 1986, Canterbury, Kent",Joseph Liam Denly,"Ireland v England at Belfast, Aug 27, 2009","Australia v England at Centurion, Oct 2, 2009",9,9,0,268,67,29.77,409,65.52,0,2,31,1,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
AU Rashid,"February 17, 1988, Bradford, Yorkshire",Adil Usman Rashid,"Ireland v England at Belfast, Aug 27, 2009","South Africa v England at Centurion, Nov 22, 2009",5,4,1,60,31*,20,54,111.11,0,0,8,0,2,0,5,5,204,191,3,Jan-16,Jan-16,63.66,5.61,68,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
IJL Trott,"April 22, 1981, Cape Town, Cape Province",Ian Jonathan Leonard Trott,"Ireland v England at Belfast, Aug 27, 2009","England v Australia at Cardiff, Sep 14, 2013",68,65,10,2819,137,51.25,3658,77.06,4,22,216,3,14,0,68,10,183,166,2,Feb-31,Feb-31,83,5.44,91.5,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
G Onions,"September 9, 1982, Gateshead",Graham Onions,"England v Australia at Chester0le0Street, Sep 20, 2009","Australia v England at Centurion, Oct 2, 2009",4,1,0,1,1,1,2,50,0,0,0,0,1,0,4,4,204,185,4,Feb-58,Feb-58,46.25,5.44,51,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
SM Davies,"June 17, 1986, Bromsgrove, Worcestershire",Steven Michael Davies,"Australia v England at Centurion, Oct 2, 2009","Australia v England at Perth, Feb 6, 2011",8,8,0,244,87,30.5,231,105.62,0,1,36,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
C Kieswetter,"November 28, 1987, Johannesburg, Transvaal",Craig Kieswetter,"Bangladesh v England at Dhaka, Feb 28, 2010","India v England at Ranchi, Jan 19, 2013",46,40,5,1054,107,30.11,1172,89.93,1,5,106,32,53,12,46,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
JC Tredwell,"February 27, 1982, Ashford, Kent",James Cullum Tredwell,"Bangladesh v England at Dhaka, Mar 2, 2010","Afghanistan v England at Sydney, Mar 13, 2015",45,25,11,163,30,11.64,242,67.35,0,0,9,4,14,0,45,44,2104,1666,60,Apr-41,Apr-41,27.76,4.75,35,3,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
A Shahzad,"July 27, 1985, Huddersfield, Yorkshire",Ajmal Shahzad,"Bangladesh v England at Chittagong, Mar 5, 2010","Bangladesh v England at Chittagong, Mar 11, 2011",11,8,2,39,9,6.5,60,65,0,0,0,3,4,0,11,11,588,490,17,Mar-41,Mar-41,28.82,5,34.5,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
CR Woakes,"March 2, 1989, Birmingham, Warwickshire",Christopher Roger Woakes,"Australia v England at Sydney, Jan 23, 2011","Bangladesh v England at Adelaide, Mar 9, 2015",34,28,7,400,42*,19.04,513,77.97,0,0,27,1,16,0,34,33,1620,1610,47,Jun-45,Jun-45,34.25,5.96,34.4,2,2,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
ST Finn,"April 4, 1989, Watford, Hertfordshire",Steven Thomas Finn,"Australia v England at Brisbane, Jan 30, 2011","England v Sri Lanka at Wellington, Mar 1, 2015",56,23,9,114,35,8.14,189,60.31,0,0,10,3,11,0,56,54,2902,2416,86,May-33,May-33,28.09,4.99,33.7,3,2,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
JW Dernbach,"April 3, 1986, Johannesburg, South Africa",Jade Winston Dernbach,"England v Sri Lanka at The Oval, Jun 28, 2011","England v New Zealand at Southampton, Jun 2, 2013",24,8,1,19,5,2.71,39,48.71,0,0,1,0,5,0,24,24,1234,1308,31,Apr-45,Apr-45,42.19,6.35,39.8,1,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
SG Borthwick,"April 19, 1990, Sunderland, Co Durham",Scott George Borthwick,"Ireland v England at Dublin, Aug 25, 2011","India v England at Mumbai, Oct 23, 2011",2,2,0,18,15,9,16,112.5,0,0,1,1,0,0,2,2,54,72,0,0,0,0,8,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
BA Stokes,"June 4, 1991, Christchurch, Canterbury, New Zealand",Benjamin Andrew Stokes,"Ireland v England at Dublin, Aug 25, 2011","Sri Lanka v England at Colombo (RPS), Dec 7, 2014",24,19,1,282,70,15.66,372,75.8,0,1,21,5,9,0,24,17,690,713,20,May-61,May-61,35.65,6.2,34.5,1,1,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
JWA Taylor,"January 6, 1990, Nottingham",James William Arthur Taylor,"Ireland v England at Dublin, Aug 25, 2011","Afghanistan v England at Sydney, Mar 13, 2015",17,17,3,492,98*,35.14,652,75.46,0,5,35,6,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,England,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/England_cricket_team_logo.svg/1200px-England_cricket_team_logo.svg.png
